order_id,customer_id,product_id,order_date,quantity,unit_price,discount,revenue
O011042,C068159,P000035,2027-07-25,1,101.86,0.2,81.49
O011043,C031960,P000440,2022-09-04,2,482.5,0.2,772.0
O011044,C090328,P000439,2024-11-04,2,533.95,0.1,961.11
O011045,C042290,P000498,2022-12-28,1,78.47,0.0,78.47
O011046,C095249,P000219,2024-06-07,5,383.9,0.2,1535.6
O011047,C061519,P000430,2027-03-08,5,322.69,0.0,1613.45
O011048,C055872,P000388,2026-05-30,4,325.35,0.0,1301.4
O011049,C094827,P000082,2025-07-02,3,221.74,0.1,598.7
O011050,C094950,P000077,2024-05-03,1,451.17,0.2,360.94
O011051,C048781,P000149,2024-01-29,4,730.35,0.1,2629.26
O011052,C029229,P000037,2026-11-19,1,67.87,0.0,67.87
O011053,C051466,P000079,2026-04-09,3,105.07,0.2,252.17
O011054,C085485,P000125,2024-07-24,2,156.69,0.1,282.04
O011055,C023990,P000101,2025-04-10,1,492.82,0.0,492.82
O011056,C031967,P000023,2024-06-09,1,292.92,0.0,292.92
O011057,C030457,P000052,2025-11-07,5,90.97,0.1,409.36
O011058,C074655,P000076,2025-06-03,5,228.24,0.2,912.96
O011059,C045691,P000423,2025-05-10,4,822.26,0.0,3289.04
O011060,C032381,P000211,2025-07-09,4,146.2,0.2,467.84
O011061,C085157,P000167,2024-01-07,4,62.72,0.0,250.88
O011062,C038120,P000221,2024-11-20,3,163.62,0.1,441.77
O011063,C007871,P000461,2024-11-21,2,131.69,0.0,263.38
O011064,C094708,P000141,2023-07-09,3,353.49,0.2,848.38
O011065,C024425,P000032,2026-03-11,2,268.01,0.0,536.02
O011066,C000045,P000028,2024-11-06,5,134.62,0.2,538.48
O011067,C054318,P000286,2026-08-15,4,269.0,0.1,968.4
O011068,C082053,P000499,2024-07-20,3,154.58,0.1,417.37
O011069,C026620,P000027,2026-05-24,1,249.5,0.0,249.5
O011070,C018712,P000287,2025-11-28,3,443.35,0.2,1064.04
O011071,C037482,P000095,2027-02-09,3,368.49,0.0,1105.47
O011072,C046875,P000285,2025-03-18,1,196.62,0.0,196.62
O011073,C010421,P000461,2024-09-26,3,131.69,0.2,316.06
O011074,C039079,P000443,2026-08-06,1,466.38,0.2,373.1
O011075,C085256,P000367,2023-06-13,3,171.3,0.2,411.12
O011076,C051943,P000330,2023-01-05,3,317.83,0.1,858.14
O011077,C044391,P000209,2023-09-25,5,74.79,0.1,336.56
O011078,C002582,P000012,2024-07-12,1,557.86,0.2,446.29
O011079,C039338,P000408,2024-03-03,5,274.39,0.1,1234.75
O011080,C079093,P000184,2024-02-19,2,136.0,0.1,244.8
O011081,C029899,P000344,2026-01-07,1,392.43,0.0,392.43
O011082,C059848,P000471,2026-08-05,3,69.24,0.2,166.18
O011083,C033549,P000379,2023-10-26,4,681.1,0.0,2724.4
O011084,C090303,P000435,2027-01-20,1,203.71,0.2,162.97
O011085,C036657,P000474,2026-02-27,1,466.34,0.0,466.34
O011086,C045570,P000359,2022-03-06,4,71.98,0.1,259.13
O011087,C032650,P000077,2024-11-02,4,451.17,0.2,1443.74
O011088,C070761,P000149,2026-10-25,1,730.35,0.1,657.32
O011089,C061392,P000229,2026-05-07,5,115.41,0.2,461.64
O011090,C076234,P000017,2026-06-13,1,278.48,0.1,250.63
O011091,C037590,P000463,2024-08-25,1,168.67,0.1,151.8
O011092,C009835,P000425,2027-08-27,5,141.13,0.1,635.08
O011093,C026712,P000230,2024-02-19,5,273.85,0.0,1369.25
O011094,C085014,P000014,2023-01-01,4,405.84,0.1,1461.02
O011095,C056039,P000264,2022-05-24,1,25.1,0.1,22.59
O011096,C076221,P000348,2026-06-11,4,507.03,0.0,2028.12
O011097,C002480,P000416,2024-05-30,2,35.82,0.0,71.64
O011098,C092682,P000401,2026-11-15,1,370.03,0.0,370.03
O011099,C085887,P000202,2023-11-09,2,95.02,0.0,190.04
O011100,C083175,P000126,2023-05-25,1,39.38,0.2,31.5
O011101,C065678,P000150,2027-07-15,5,183.67,0.0,918.35
O011102,C046039,P000072,2023-10-30,5,234.93,0.1,1057.19
O011103,C008629,P000185,2023-04-22,5,374.9,0.2,1499.6
O011104,C047740,P000316,2027-09-14,2,104.36,0.0,208.72
O011105,C009834,P000057,2027-12-05,2,498.02,0.0,996.04
O011106,C084536,P000016,2023-03-09,3,70.4,0.1,190.08
O011107,C046826,P000310,2022-02-19,5,726.25,0.0,3631.25
O011108,C055061,P000454,2022-10-29,2,129.66,0.2,207.46
O011109,C047840,P000396,2026-08-04,3,86.79,0.1,234.33
O011110,C024378,P000266,2024-02-09,4,91.91,0.0,367.64
O011111,C060207,P000328,2026-07-30,5,163.49,0.1,735.7
O011112,C010794,P000055,2023-11-19,3,71.22,0.0,213.66
O011113,C044318,P000131,2027-02-17,2,210.43,0.0,420.86
O011114,C035973,P000135,2024-11-26,1,837.86,0.2,670.29
O011115,C092037,P000316,2027-02-20,2,104.36,0.1,187.85
O011116,C057971,P000108,2026-02-14,2,614.96,0.0,1229.92
O011117,C048463,P000286,2025-07-15,4,269.0,0.2,860.8
O011118,C052394,P000287,2023-08-09,2,443.35,0.0,886.7
O011119,C054176,P000380,2022-10-04,4,109.12,0.1,392.83
O011120,C084507,P000390,2025-03-13,5,157.82,0.1,710.19
O011121,C091487,P000065,2024-05-16,4,216.87,0.0,867.48
O011122,C099838,P000192,2025-11-01,4,200.57,0.2,641.82
O011123,C063702,P000427,2022-09-10,1,525.7,0.1,473.13
O011124,C057605,P000186,2023-07-28,4,396.34,0.2,1268.29
O011125,C089554,P000038,2026-01-01,5,419.78,0.2,1679.12
O011126,C024097,P000201,2024-08-12,3,63.58,0.0,190.74
O011127,C032989,P000452,2027-01-26,4,233.88,0.1,841.97
O011128,C046948,P000449,2025-10-26,1,350.76,0.1,315.68
O011129,C074360,P000093,2026-10-08,2,182.08,0.0,364.16
O011130,C008098,P000021,2022-12-07,1,61.16,0.0,61.16
O011131,C009189,P000372,2026-04-16,3,166.32,0.1,449.06
O011132,C047850,P000121,2027-01-29,2,52.81,0.0,105.62
O011133,C064041,P000446,2023-01-20,5,84.91,0.0,424.55
O011134,C093715,P000485,2025-12-12,4,387.88,0.0,1551.52
O011135,C004164,P000206,2024-01-24,5,41.92,0.0,209.6
O011136,C082738,P000308,2025-05-23,1,48.82,0.2,39.06
O011137,C099753,P000459,2025-01-29,2,16.6,0.0,33.2
O011138,C069732,P000188,2027-02-13,4,615.91,0.0,2463.64
O011139,C001176,P000301,2024-02-17,5,445.16,0.0,2225.8
O011140,C023244,P000440,2023-01-23,3,482.5,0.0,1447.5
O011141,C070895,P000092,2024-06-07,3,378.35,0.0,1135.05
O011142,C044059,P000269,2027-03-15,5,65.77,0.0,328.85
O011143,C055502,P000426,2026-03-31,2,767.31,0.2,1227.7
O011144,C055940,P000123,2022-08-13,1,122.76,0.0,122.76
O011145,C084491,P000379,2024-01-13,3,681.1,0.2,1634.64
O011146,C070431,P000270,2025-12-21,1,175.71,0.2,140.57
O011147,C025713,P000231,2022-10-24,3,372.36,0.0,1117.08
O011148,C079345,P000394,2024-02-10,5,241.84,0.2,967.36
O011149,C086052,P000181,2024-10-20,1,78.18,0.2,62.54
O011150,C052607,P000062,2024-06-27,4,143.4,0.2,458.88
O011151,C059498,P000213,2026-03-31,5,170.91,0.0,854.55
O011152,C014029,P000409,2024-06-11,3,273.58,0.1,738.67
O011153,C076504,P000206,2027-12-04,5,41.92,0.1,188.64
O011154,C040933,P000325,2026-08-14,4,358.58,0.1,1290.89
O011155,C033567,P000173,2026-10-01,5,235.78,0.1,1061.01
O011156,C075876,P000396,2025-01-25,4,86.79,0.2,277.73
O011157,C002159,P000428,2025-03-20,1,604.04,0.0,604.04
O011158,C005901,P000121,2025-07-09,2,52.81,0.0,105.62
O011159,C043151,P000174,2023-11-11,1,130.91,0.0,130.91
O011160,C001065,P000171,2024-08-10,5,808.81,0.0,4044.05
O011161,C062345,P000233,2025-05-15,3,160.95,0.2,386.28
O011162,C077677,P000480,2023-05-30,1,146.49,0.0,146.49
O011163,C046797,P000430,2027-02-24,1,322.69,0.2,258.15
O011164,C026108,P000132,2025-11-05,2,225.41,0.0,450.82
O011165,C091077,P000324,2022-02-23,2,206.48,0.2,330.37
O011166,C047360,P000429,2025-10-16,5,29.23,0.1,131.54
O011167,C009558,P000184,2026-01-16,5,136.0,0.0,680.0
O011168,C015764,P000080,2023-11-04,2,212.38,0.2,339.81
O011169,C033961,P000198,2024-06-13,3,124.46,0.0,373.38
O011170,C064297,P000091,2023-04-26,3,252.45,0.1,681.61
O011171,C090196,P000485,2022-09-18,2,387.88,0.0,775.76
O011172,C018995,P000159,2022-04-29,1,297.83,0.2,238.26
O011173,C061175,P000342,2025-05-23,1,238.14,0.0,238.14
O011174,C026677,P000077,2025-10-22,3,451.17,0.2,1082.81
O011175,C041888,P000255,2027-12-06,2,67.62,0.2,108.19
O011176,C023661,P000141,2023-11-19,3,353.49,0.1,954.42
O011177,C086460,P000057,2024-12-13,1,498.02,0.2,398.42
O011178,C087842,P000353,2028-01-03,1,437.27,0.1,393.54
O011179,C067868,P000190,2025-10-13,2,484.45,0.0,968.9
O011180,C030943,P000129,2022-03-27,3,378.09,0.1,1020.84
O011181,C065076,P000358,2026-08-27,3,310.81,0.1,839.19
O011182,C039404,P000175,2025-12-03,2,498.03,0.0,996.06
O011183,C014484,P000182,2027-01-16,4,207.77,0.1,747.97
O011184,C054883,P000363,2025-04-23,3,384.8,0.2,923.52
O011185,C085108,P000179,2025-03-28,4,36.08,0.2,115.46
O011186,C016621,P000110,2024-12-16,5,59.62,0.0,298.1
O011187,C062525,P000108,2025-05-21,3,614.96,0.0,1844.88
O011188,C031597,P000187,2024-08-16,5,668.34,0.2,2673.36
O011189,C071106,P000417,2025-05-13,2,109.3,0.0,218.6
O011190,C016900,P000096,2023-09-18,5,16.29,0.1,73.3
O011191,C041943,P000480,2026-05-13,1,146.49,0.0,146.49
O011192,C087822,P000475,2022-05-15,4,55.05,0.2,176.16
O011193,C022487,P000152,2022-11-16,3,109.27,0.2,262.25
O011194,C077088,P000121,2027-08-27,2,52.81,0.0,105.62
O011195,C041668,P000496,2026-11-25,2,363.34,0.2,581.34
O011196,C003828,P000111,2024-01-26,5,414.39,0.2,1657.56
O011197,C062748,P000200,2026-04-28,4,221.34,0.2,708.29
O011198,C036440,P000430,2022-11-01,5,322.69,0.0,1613.45
O011199,C073964,P000327,2025-05-05,1,265.39,0.2,212.31
O011200,C052042,P000188,2023-09-08,3,615.91,0.0,1847.73
