order_id,customer_id,product_id,order_date,quantity,unit_price,discount,revenue
O010432,C011692,P000023,2022-10-04,2,292.92,0.2,468.67
O010433,C095556,P000258,2026-12-24,3,111.42,0.2,267.41
O010434,C046263,P000438,2023-05-14,4,131.58,0.0,526.32
O010435,C038067,P000457,2027-02-17,4,82.17,0.0,328.68
O010436,C010640,P000052,2028-02-16,2,90.97,0.1,163.75
O010437,C091377,P000226,2024-05-28,5,221.41,0.0,1107.05
O010438,C046845,P000407,2023-12-17,3,197.76,0.0,593.28
O010439,C069688,P000421,2024-06-28,4,106.2,0.2,339.84
O010440,C023132,P000151,2025-11-11,2,139.77,0.0,279.54
O010441,C091333,P000440,2026-04-24,1,482.5,0.2,386.0
O010442,C001180,P000021,2024-06-04,2,61.16,0.1,110.09
O010443,C079103,P000499,2025-02-02,2,154.58,0.2,247.33
O010444,C081942,P000158,2025-07-24,3,447.65,0.1,1208.66
O010445,C060712,P000164,2023-08-06,3,74.23,0.0,222.69
O010446,C019401,P000078,2027-08-17,5,780.4,0.1,3511.8
O010447,C015857,P000196,2024-11-22,1,147.52,0.0,147.52
O010448,C068711,P000433,2026-03-23,5,327.27,0.2,1309.08
O010449,C087336,P000475,2023-10-11,1,55.05,0.0,55.05
O010450,C022450,P000421,2025-03-14,4,106.2,0.1,382.32
O010451,C030282,P000117,2021-11-20,1,172.05,0.0,172.05
O010452,C092047,P000096,2026-04-04,2,16.29,0.2,26.06
O010453,C074850,P000052,2025-11-03,5,90.97,0.2,363.88
O010454,C093651,P000423,2023-05-06,4,822.26,0.1,2960.14
O010455,C066395,P000487,2027-06-21,5,266.84,0.0,1334.2
O010456,C020206,P000246,2024-07-02,2,165.92,0.1,298.66
O010457,C098499,P000490,2026-09-08,5,245.99,0.2,983.96
O010458,C004063,P000178,2025-04-19,3,29.0,0.1,78.3
O010459,C047577,P000395,2024-10-19,3,264.75,0.2,635.4
O010460,C050072,P000204,2024-01-26,1,207.07,0.2,165.66
O010461,C082083,P000312,2025-01-12,1,647.71,0.2,518.17
O010462,C020504,P000444,2022-06-25,5,132.3,0.2,529.2
O010463,C073848,P000303,2022-02-06,1,203.92,0.0,203.92
O010464,C069310,P000010,2026-03-25,4,54.27,0.0,217.08
O010465,C042505,P000386,2023-03-07,4,70.84,0.1,255.02
O010466,C043946,P000360,2025-05-03,2,119.97,0.0,239.94
O010467,C087791,P000071,2026-09-15,2,193.73,0.2,309.97
O010468,C034013,P000407,2024-01-08,4,197.76,0.2,632.83
O010469,C086049,P000261,2024-07-05,2,52.87,0.2,84.59
O010470,C036061,P000165,2025-11-15,4,35.83,0.2,114.66
O010471,C075969,P000291,2026-12-02,3,253.44,0.1,684.29
O010472,C023631,P000361,2022-11-21,2,337.67,0.2,540.27
O010473,C049656,P000398,2025-07-25,2,666.07,0.1,1198.93
O010474,C021729,P000228,2025-06-16,3,292.32,0.1,789.26
O010475,C080216,P000130,2026-11-08,2,224.68,0.2,359.49
O010476,C064677,P000404,2026-03-07,4,34.38,0.2,110.02
O010477,C044369,P000009,2025-08-27,1,20.7,0.2,16.56
O010478,C008695,P000136,2024-08-22,5,66.76,0.0,333.8
O010479,C078286,P000488,2027-01-23,4,195.21,0.0,780.84
O010480,C057807,P000229,2023-11-19,3,115.41,0.1,311.61
O010481,C099570,P000214,2026-01-03,3,72.58,0.0,217.74
O010482,C028884,P000498,2023-11-02,3,78.47,0.1,211.87
O010483,C085109,P000255,2026-10-03,5,67.62,0.0,338.1
O010484,C073551,P000479,2024-07-12,3,240.86,0.1,650.32
O010485,C086450,P000435,2023-12-21,1,203.71,0.1,183.34
O010486,C085445,P000118,2026-04-25,1,20.9,0.0,20.9
O010487,C093775,P000451,2026-09-25,1,73.18,0.2,58.54
O010488,C000955,P000443,2026-10-05,2,466.38,0.1,839.48
O010489,C049215,P000441,2022-09-06,5,57.77,0.2,231.08
O010490,C069763,P000268,2027-05-03,5,126.06,0.2,504.24
O010491,C065947,P000314,2025-06-25,5,240.85,0.1,1083.82
O010492,C099924,P000445,2026-05-09,5,208.78,0.0,1043.9
O010493,C015009,P000034,2024-04-07,4,296.86,0.0,1187.44
O010494,C004781,P000072,2023-09-17,3,234.93,0.1,634.31
O010495,C090014,P000415,2024-03-12,5,222.23,0.1,1000.03
O010496,C057057,P000473,2025-12-01,2,122.68,0.0,245.36
O010497,C064318,P000218,2025-06-23,5,57.64,0.0,288.2
O010498,C042034,P000307,2027-03-06,2,254.53,0.0,509.06
O010499,C028070,P000255,2027-01-19,2,67.62,0.2,108.19
O010500,C051345,P000088,2027-03-25,2,129.35,0.2,206.96
O010501,C063978,P000084,2022-12-10,3,299.03,0.0,897.09
O010502,C078162,P000132,2024-05-12,5,225.41,0.2,901.64
O010503,C057920,P000154,2022-10-12,3,196.97,0.2,472.73
O010504,C009289,P000484,2022-06-20,5,159.44,0.0,797.2
O010505,C019039,P000053,2022-10-28,5,404.08,0.1,1818.36
O010506,C025848,P000392,2026-11-05,4,275.13,0.0,1100.52
O010507,C079971,P000037,2027-03-11,3,67.87,0.2,162.89
O010508,C089818,P000493,2024-06-19,1,523.74,0.2,418.99
O010509,C038930,P000103,2025-08-01,1,417.82,0.0,417.82
O010510,C075269,P000300,2024-06-30,1,209.08,0.2,167.26
O010511,C069283,P000105,2027-08-13,3,55.33,0.1,149.39
O010512,C032771,P000107,2026-01-23,2,477.15,0.0,954.3
O010513,C037463,P000436,2026-08-20,3,118.7,0.0,356.1
O010514,C054123,P000174,2024-03-18,3,130.91,0.1,353.46
O010515,C048448,P000041,2023-04-20,4,855.35,0.1,3079.26
O010516,C087567,P000059,2025-04-12,2,163.91,0.1,295.04
O010517,C087231,P000019,2022-06-01,3,136.7,0.1,369.09
O010518,C030594,P000323,2026-07-29,2,217.24,0.1,391.03
O010519,C086691,P000133,2024-05-22,2,448.37,0.1,807.07
O010520,C025351,P000429,2025-03-31,5,29.23,0.0,146.15
O010521,C092333,P000268,2023-10-31,2,126.06,0.2,201.7
O010522,C055741,P000327,2026-08-28,2,265.39,0.2,424.62
O010523,C011856,P000012,2026-09-10,2,557.86,0.1,1004.15
O010524,C002681,P000271,2025-03-14,2,693.09,0.2,1108.94
O010525,C041964,P000051,2025-06-28,4,106.41,0.1,383.08
O010526,C051474,P000201,2027-05-07,1,63.58,0.1,57.22
O010527,C099756,P000077,2025-11-27,5,451.17,0.2,1804.68
O010528,C002164,P000110,2023-11-08,2,59.62,0.2,95.39
O010529,C048719,P000081,2026-01-07,1,585.82,0.1,527.24
O010530,C001620,P000381,2024-09-07,2,141.87,0.1,255.37
O010531,C050481,P000099,2025-03-15,5,666.15,0.0,3330.75
O010532,C093843,P000199,2026-11-11,3,247.5,0.2,594.0
O010533,C076281,P000397,2023-05-02,3,238.49,0.2,572.38
O010534,C021383,P000323,2022-10-12,4,217.24,0.0,868.96
O010535,C059451,P000146,2027-10-05,1,59.93,0.0,59.93
O010536,C075695,P000091,2022-12-14,4,252.45,0.2,807.84
O010537,C064198,P000209,2023-09-11,3,74.79,0.0,224.37
O010538,C029073,P000150,2023-09-10,1,183.67,0.0,183.67
O010539,C077371,P000036,2022-12-15,3,352.62,0.1,952.07
O010540,C092302,P000413,2022-10-22,1,156.31,0.2,125.05
O010541,C076766,P000113,2024-04-25,4,27.09,0.1,97.52
O010542,C002828,P000494,2026-02-03,3,826.88,0.2,1984.51
O010543,C095537,P000186,2022-05-25,2,396.34,0.1,713.41
O010544,C078982,P000500,2028-03-20,2,466.64,0.1,839.95
O010545,C091963,P000048,2025-11-23,2,768.82,0.0,1537.64
O010546,C025051,P000234,2023-12-06,3,832.8,0.1,2248.56
O010547,C082364,P000075,2024-05-13,2,344.69,0.0,689.38
O010548,C007255,P000058,2023-06-22,1,180.21,0.1,162.19
O010549,C093320,P000279,2023-05-30,5,282.29,0.2,1129.16
O010550,C094153,P000197,2025-05-23,4,121.97,0.2,390.3
O010551,C052628,P000489,2025-03-16,3,109.03,0.0,327.09
O010552,C026633,P000246,2025-11-12,3,165.92,0.0,497.76
O010553,C024112,P000115,2023-08-15,1,334.92,0.2,267.94
O010554,C070730,P000125,2022-08-17,5,156.69,0.2,626.76
O010555,C037056,P000500,2024-06-28,5,466.64,0.2,1866.56
O010556,C072510,P000294,2025-01-21,4,241.99,0.2,774.37
O010557,C018811,P000100,2024-08-15,1,158.92,0.1,143.03
O010558,C085149,P000428,2021-11-19,1,604.04,0.1,543.64
O010559,C068420,P000324,2024-06-22,5,206.48,0.1,929.16
O010560,C025917,P000473,2024-08-15,3,122.68,0.0,368.04
O010561,C001085,P000406,2024-05-04,1,120.89,0.1,108.8
O010562,C004464,P000345,2027-01-07,4,235.31,0.1,847.12
O010563,C026372,P000019,2023-04-04,1,136.7,0.0,136.7
O010564,C025171,P000278,2022-09-08,5,138.94,0.1,625.23
O010565,C096657,P000441,2026-11-28,2,57.77,0.2,92.43
O010566,C006695,P000012,2023-10-18,1,557.86,0.0,557.86
O010567,C097411,P000165,2025-01-26,4,35.83,0.1,128.99
O010568,C085090,P000262,2025-07-13,1,148.1,0.2,118.48
O010569,C081033,P000009,2026-05-10,5,20.7,0.1,93.15
O010570,C088375,P000026,2024-12-01,3,485.2,0.0,1455.6
O010571,C098155,P000075,2026-02-04,5,344.69,0.0,1723.45
O010572,C097522,P000314,2023-05-18,4,240.85,0.1,867.06
O010573,C056532,P000446,2024-08-27,4,84.91,0.2,271.71
O010574,C085978,P000026,2025-01-26,3,485.2,0.1,1310.04
O010575,C053066,P000258,2026-04-03,2,111.42,0.2,178.27
O010576,C078471,P000083,2022-08-26,4,200.97,0.1,723.49
O010577,C094045,P000464,2023-02-03,3,266.56,0.0,799.68
O010578,C064627,P000280,2023-05-01,5,167.53,0.0,837.65
O010579,C028880,P000087,2026-08-24,4,207.62,0.0,830.48
O010580,C069686,P000371,2022-11-10,5,215.75,0.2,863.0
O010581,C085118,P000483,2022-12-26,5,267.28,0.2,1069.12
O010582,C037916,P000026,2026-03-16,3,485.2,0.0,1455.6
O010583,C091557,P000155,2023-08-17,3,28.87,0.0,86.61
O010584,C055377,P000062,2025-10-30,2,143.4,0.0,286.8
O010585,C044410,P000373,2026-08-14,4,357.8,0.2,1144.96
O010586,C057894,P000466,2023-09-30,1,249.95,0.0,249.95
O010587,C098362,P000287,2025-07-05,1,443.35,0.2,354.68
O010588,C084531,P000359,2026-10-19,2,71.98,0.0,143.96
O010589,C089798,P000172,2025-12-30,2,67.69,0.0,135.38
O010590,C082661,P000370,2026-03-14,5,99.18,0.0,495.9
O010591,C094031,P000463,2026-07-16,1,168.67,0.1,151.8
O010592,C073313,P000259,2025-10-24,5,68.69,0.0,343.45
O010593,C038245,P000312,2023-04-27,2,647.71,0.0,1295.42
O010594,C084407,P000196,2027-01-24,4,147.52,0.0,590.08
O010595,C006905,P000422,2023-07-05,4,435.35,0.0,1741.4
O010596,C016169,P000336,2027-04-23,2,122.72,0.2,196.35
O010597,C052825,P000177,2025-03-26,3,423.77,0.1,1144.18
O010598,C047079,P000091,2027-04-09,2,252.45,0.0,504.9
O010599,C045485,P000126,2025-05-10,5,39.38,0.0,196.9
O010600,C068954,P000456,2024-12-12,3,199.91,0.2,479.78
