order_id,customer_id,product_id,order_date,quantity,unit_price,discount,revenue
O000302,C006741,P000465,2026-05-12,2,446.21,0.1,803.18
O000303,C063221,P000479,2026-09-26,4,240.86,0.1,867.1
O000304,C070333,P000271,2025-06-20,2,693.09,0.0,1386.18
O000305,C038409,P000464,2023-09-12,1,266.56,0.2,213.25
O000306,C056798,P000291,2025-08-14,1,253.44,0.2,202.75
O000307,C070905,P000363,2025-01-21,1,384.8,0.0,384.8
O000308,C064560,P000295,2026-02-26,3,42.95,0.2,103.08
O000309,C073326,P000412,2025-02-24,3,48.68,0.1,131.44
O000310,C060978,P000489,2025-08-18,3,109.03,0.1,294.38
O000311,C068437,P000291,2023-06-09,2,253.44,0.2,405.5
O000312,C027453,P000140,2026-01-25,3,484.25,0.0,1452.75
O000313,C083843,P000207,2026-02-08,3,568.32,0.2,1363.97
O000314,C041429,P000140,2025-10-25,4,484.25,0.1,1743.3
O000315,C057226,P000395,2024-05-28,3,264.75,0.1,714.82
O000316,C062337,P000407,2023-12-05,4,197.76,0.1,711.94
O000317,C084370,P000032,2026-06-22,1,268.01,0.2,214.41
O000318,C030991,P000203,2025-04-17,4,389.06,0.2,1244.99
O000319,C001917,P000352,2025-08-13,1,70.87,0.2,56.7
O000320,C044961,P000378,2021-09-04,4,239.28,0.2,765.7
O000321,C022893,P000480,2025-01-21,1,146.49,0.2,117.19
O000322,C099514,P000431,2025-04-08,4,435.79,0.1,1568.84
O000323,C032971,P000297,2025-06-05,4,204.53,0.2,654.5
O000324,C082625,P000478,2023-07-21,4,203.1,0.2,649.92
O000325,C091803,P000178,2022-09-19,4,29.0,0.0,116.0
O000326,C051136,P000450,2023-08-13,5,190.88,0.2,763.52
O000327,C083465,P000204,2024-10-18,1,207.07,0.1,186.36
O000328,C005017,P000491,2024-09-02,1,459.31,0.0,459.31
O000329,C003386,P000337,2026-03-25,1,238.77,0.0,238.77
O000330,C081238,P000047,2021-12-17,4,109.73,0.0,438.92
O000331,C070531,P000451,2024-05-15,4,73.18,0.0,292.72
O000332,C021618,P000041,2025-09-30,3,855.35,0.0,2566.05
O000333,C090711,P000011,2026-12-25,3,270.84,0.2,650.02
O000334,C057286,P000115,2023-12-25,1,334.92,0.0,334.92
O000335,C035848,P000407,2026-11-07,1,197.76,0.0,197.76
O000336,C000069,P000262,2025-07-05,3,148.1,0.2,355.44
O000337,C055368,P000390,2022-04-01,1,157.82,0.0,157.82
O000338,C012314,P000202,2024-07-26,3,95.02,0.2,228.05
O000339,C084962,P000469,2025-06-29,1,417.78,0.1,376.0
O000340,C032810,P000223,2028-03-03,1,198.94,0.0,198.94
O000341,C046872,P000168,2024-12-10,3,201.36,0.1,543.67
O000342,C084001,P000077,2025-12-30,4,451.17,0.2,1443.74
O000343,C002025,P000461,2026-07-11,2,131.69,0.1,237.04
O000344,C021636,P000169,2025-02-09,3,432.55,0.0,1297.65
O000345,C087843,P000351,2028-03-23,1,259.86,0.2,207.89
O000346,C049841,P000019,2026-02-08,1,136.7,0.1,123.03
O000347,C037769,P000348,2025-01-07,3,507.03,0.2,1216.87
O000348,C050490,P000179,2026-06-15,3,36.08,0.1,97.42
O000349,C078137,P000047,2024-09-05,1,109.73,0.2,87.78
O000350,C078993,P000485,2022-03-08,3,387.88,0.0,1163.64
O000351,C032913,P000278,2023-02-16,1,138.94,0.0,138.94
O000352,C043898,P000003,2026-06-09,4,694.52,0.1,2500.27
O000353,C053487,P000389,2025-08-22,2,20.96,0.1,37.73
O000354,C021720,P000337,2026-09-17,5,238.77,0.1,1074.47
O000355,C075867,P000321,2022-12-23,2,74.16,0.1,133.49
O000356,C027312,P000220,2025-09-04,3,303.67,0.1,819.91
O000357,C086377,P000328,2023-10-07,3,163.49,0.0,490.47
O000358,C010599,P000273,2024-05-18,3,872.81,0.1,2356.59
O000359,C016913,P000071,2025-12-10,1,193.73,0.1,174.36
O000360,C088049,P000155,2022-08-12,5,28.87,0.2,115.48
O000361,C024253,P000069,2025-04-10,5,200.27,0.0,1001.35
O000362,C063337,P000113,2024-08-10,1,27.09,0.2,21.67
O000363,C082772,P000236,2025-11-11,5,32.4,0.2,129.6
O000364,C049771,P000319,2027-06-18,3,229.26,0.0,687.78
O000365,C024828,P000338,2024-06-17,5,64.37,0.0,321.85
O000366,C023384,P000005,2026-01-31,5,685.83,0.2,2743.32
O000367,C042153,P000357,2024-01-28,4,326.76,0.1,1176.34
O000368,C076225,P000222,2025-09-01,2,79.72,0.1,143.5
O000369,C083611,P000085,2025-09-06,1,241.37,0.2,193.1
O000370,C021675,P000102,2025-01-25,5,171.77,0.1,772.96
O000371,C020786,P000169,2025-05-07,2,432.55,0.0,865.1
O000372,C089640,P000338,2027-01-02,4,64.37,0.1,231.73
O000373,C099723,P000015,2024-08-11,5,136.78,0.0,683.9
O000374,C071104,P000202,2023-11-08,5,95.02,0.0,475.1
O000375,C063445,P000179,2024-06-03,2,36.08,0.0,72.16
O000376,C085935,P000447,2026-08-19,5,39.23,0.0,196.15
O000377,C040224,P000030,2026-08-09,4,119.58,0.0,478.32
O000378,C014435,P000187,2024-04-24,5,668.34,0.0,3341.7
O000379,C034241,P000239,2026-03-12,5,820.42,0.1,3691.89
O000380,C031495,P000309,2023-08-01,3,38.38,0.0,115.14
O000381,C098482,P000318,2025-01-24,2,297.19,0.0,594.38
O000382,C088040,P000020,2024-04-24,1,162.46,0.1,146.21
O000383,C096927,P000208,2023-09-14,2,84.18,0.1,151.52
O000384,C003924,P000426,2026-02-06,5,767.31,0.1,3452.9
O000385,C087333,P000190,2025-04-27,5,484.45,0.1,2180.02
O000386,C091120,P000276,2022-06-03,1,23.29,0.2,18.63
O000387,C093240,P000438,2023-12-07,4,131.58,0.2,421.06
O000388,C017144,P000353,2023-10-31,3,437.27,0.2,1049.45
O000389,C045060,P000310,2024-06-14,2,726.25,0.2,1162.0
O000390,C090722,P000159,2027-07-28,1,297.83,0.2,238.26
O000391,C009672,P000237,2024-08-16,3,227.97,0.0,683.91
O000392,C068163,P000075,2027-11-18,1,344.69,0.2,275.75
O000393,C063107,P000049,2025-03-19,5,273.64,0.2,1094.56
O000394,C097926,P000319,2023-09-13,4,229.26,0.2,733.63
O000395,C017571,P000405,2026-01-07,3,570.95,0.2,1370.28
O000396,C025390,P000311,2025-03-07,4,449.96,0.2,1439.87
O000397,C091450,P000010,2026-10-13,4,54.27,0.1,195.37
O000398,C065038,P000081,2022-05-24,1,585.82,0.0,585.82
O000399,C023509,P000132,2027-08-23,3,225.41,0.1,608.61
O000400,C041774,P000429,2027-01-22,1,29.23,0.1,26.31
